fecha,K11-N3.85E-75.15,I12-N3.65E-75.05,I11-N3.65E-75.15,J11-N3.75E-75.15,L12-N3.95E-75.05,K13-N3.85E-74.95,J12-N3.75E-75.05,K12-N3.85E-75.05,G10-N3.45E-75.25,H10-N3.55E-75.25,G8-N3.45E-75.45,G9-N3.45E-75.35,G11-N3.45E-75.15,H11-N3.55E-75.15,I10-N3.65E-75.25,J10-N3.75E-75.25,F4-N3.35E-75.85,G4-N3.45E-75.85,D4-N3.15E-75.85,E4-N3.25E-75.85,E5-N3.25E-75.75,F5-N3.35E-75.75,H4-N3.55E-75.85,D5-N3.15E-75.75,F2-N3.35E-76.05,D3-N3.15E-75.95,L13-N3.95E-74.95,D2-N3.15E-76.05,G3-N3.45E-75.95,H3-N3.55E-75.95,E3-N3.25E-75.95,F3-N3.35E-75.95,I5-N3.65E-75.75,J5-N3.75E-75.75,I4-N3.65E-75.85,J4-N3.75E-75.85,C2-N3.05E-76.05,B3-N2.95E-75.95,I6-N3.65E-75.65,J6-N3.75E-75.65,D6-N3.15E-75.65,E6-N3.25E-75.65,G5-N3.45E-75.75,H5-N3.55E-75.75,H6-N3.55E-75.65,I3-N3.65E-75.95,F6-N3.35E-75.65,G6-N3.45E-75.65,H8-N3.55E-75.45,I8-N3.65E-75.45,H7-N3.55E-75.55,I7-N3.65E-75.55,K4-N3.85E-75.85,K5-N3.85E-75.75,H9-N3.55E-75.35,I9-N3.65E-75.35,C4-N3.05E-75.85,B5-N2.95E-75.75,C3-N3.05E-75.95,B4-N2.95E-75.85,F7-N3.35E-75.55,G7-N3.45E-75.55,C5-N3.05E-75.75,C6-N3.05E-75.65,L6-N3.95E-75.65,J7-N3.75E-75.55,L5-N3.95E-75.75,K6-N3.85E-75.65,M12-N4.05E-75.05
2003-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.05802,3.73817,1.12891,3.25282,5.42142,7.57782,3.0203,2.40595,15.2938,1.64892,0.0,0.674509,7.16568,4.93959,2.88459,5.49067,0.162252,0.503316,1.30238,2.58795,0.487235,7.77828,0.0,0.949318,0.720032,1.08911,2.01481,0.407464,0.171989,1.87761,1.4349,0.31551,0.0,0.0,0.0,0.0,1.37433,1.45458,0.0,0.268089,3.01385,2.30608,2.24444,1.99751,0.0,0.0,1.10578,0.37453,0.146385,0.0,0.276414,0.107969,0.0
2003-08-14,0.350777,1.15849,1.05442,0.667733,0.660195,1.01699,0.851502,0.685245,0.851022,0.842827,2.49591,1.34623,0.509381,0.770099,0.813651,0.282419,4.61968,0.905911,2.75272,1.65242,0.4216,0.26321,3.91681,1.24287,0.0156666,2.90862,0.785584,1.32999,0.980183,1.01297,2.16719,1.23996,1.93558,1.60215,1.68183,1.44468,0.886282,0.714178,1.8401,2.94865,0.0,0.0225117,5.05695,3.87174,1.24868,1.34261,1.91954,3.37595,2.45625,0.907946,2.70425,3.60249,0.557978,0.89206,0.761839,0.514681,1.49579,1.23407,2.23122,1.28013,1.30392,3.03953,1.45839,0.957145,0.524437,0.471988,1.38056,0.858799,0.454592
2003-08-15,0.45832,0.0,0.354752,0.0,0.771504,0.0,0.0,0.0,0.0,0.0,0.035266,0.0,0.0,0.0,0.0,0.0,1.41895,2.4428,0.617141,1.6436,3.178,2.67826,2.89734,1.64655,3.21019,3.33193,1.13016,2.84684,1.9747,4.43689,2.39394,3.52912,1.72489,3.62441,3.98557,5.54288,5.96897,3.90238,0.529304,1.5778,0.569039,1.45363,1.21126,1.02779,0.713463,9.74852,0.531266,1.11382,0.0218862,0.422111,0.172349,0.553623,10.2296,4.15344,0.0,0.0,2.07419,0.779713,6.98174,4.28398,0.0729622,0.276426,0.245512,0.324355,1.83218,0.989044,2.78561,1.31396,0.0
2003-08-16,0.00498155,0.0282173,0.0524442,0.00679667,0.00224931,0.0,0.00263746,0.0,0.0327776,0.0230869,0.00625036,0.0,0.45628,3.31992,0.0125795,0.0359599,2.86223,1.68037,0.649564,0.607403,0.587151,0.565463,0.463177,1.06376,0.0936802,2.86978,0.0136741,1.84086,2.70753,1.84092,4.21145,2.55678,0.305845,2.57152,1.75303,2.24252,7.36705,4.87596,0.0332705,0.545647,1.38049,0.608332,0.310132,0.409167,0.0137251,0.79033,0.608688,0.104305,0.0,0.00302966,0.355268,0.18146,1.30334,2.06032,0.0,0.0250296,1.04099,1.41621,2.82903,2.13528,0.342389,0.0362846,0.592671,3.30828,0.764293,0.0307058,1.41297,0.3772,0.0146619
2003-08-17,0.0391961,0.24178,0.180092,0.184626,0.0644761,0.0280858,0.201319,0.041959,0.0446572,0.00287572,0.0,0.0,0.305147,0.0230058,0.0186513,0.0176903,2.0281,1.57154,4.15628,4.96456,0.0,0.162894,2.20055,0.149732,3.14125,9.79439,0.0196316,6.19449,3.48923,2.3903,13.7259,2.16815,2.01289,2.94867,2.74614,3.76542,1.55507,3.11517,0.471021,1.56215,0.0,0.0982171,0.238157,1.9644,0.00178176,2.85872,0.0,0.0,0.0,0.0,0.0,0.000630034,5.58875,4.03676,0.0,0.0,1.59773,1.10336,2.56749,0.375132,0.0,0.0,0.032994,0.76877,3.15014,0.0267195,4.42084,0.729739,0.00707172
2003-08-18,0.14844,0.181177,0.295168,0.202187,0.0941251,0.0135788,0.0572814,0.1027,0.00528434,0.0634121,0.0,0.0,0.0879466,0.254781,0.177792,0.0438848,2.69301,2.88992,1.40374,1.77003,0.0,0.355845,3.23956,1.25417,1.93859,2.7734,0.0247093,1.29061,4.98462,3.15328,3.03028,3.13659,1.4758,3.30223,2.15813,2.80401,1.84199,1.67201,0.137683,1.87885,0.0,0.0460058,1.10274,0.760104,0.0,1.85207,0.0,0.0,0.0,0.0,0.0,0.0,5.23072,3.71731,0.00417759,0.0207464,1.41696,1.99636,2.47695,1.70178,0.0,0.0,1.18481,0.33872,2.42222,0.00988595,4.17667,2.32124,0.0242989
2003-08-19,0.0,0.0,0.0,0.0,0.0,0.0530687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0533046,0.0,0.0,2.90377,0.333774,2.15607,2.33266,0.427944,1.16355,0.667321,0.980313,1.19041,1.80447,0.0,0.669027,2.6856,1.58528,0.456522,0.465323,1.70114,0.900255,1.16168,2.33341,1.02907,1.95647,1.35824,0.974202,0.0,0.0,2.15859,2.45059,0.900858,1.40884,0.0,0.0593937,0.0,0.0,0.0,0.0,1.99327,0.657642,0.0,0.0,2.98335,0.377886,0.152783,2.3643,0.0,0.0,2.9553,4.7091,0.865448,0.0,1.0678,1.26117,0.0
2003-08-20,1.12672,1.35129,2.02336,2.05789,1.27218,1.47473,1.35057,1.41365,3.80031,3.1549,4.04173,4.11079,4.67173,2.98147,3.25726,3.68741,5.23536,5.21728,3.50157,4.68223,3.05299,5.30287,5.77405,2.3633,10.9329,4.93002,1.55053,11.2363,3.75948,6.15513,6.42565,4.83045,1.87085,3.00896,6.30529,5.86454,7.13917,3.31797,0.647657,0.426068,2.96573,2.52738,4.84788,3.73372,1.69302,11.0542,3.08021,2.55055,3.36015,2.10735,1.99898,0.892253,4.96618,3.01086,4.8633,3.88703,2.96391,2.60219,2.97148,2.34008,2.59,2.93465,2.09046,1.76178,1.55611,0.998589,3.16168,0.699466,0.820222
2003-08-21,1.50247,0.0399066,0.0678834,1.44192,0.157933,0.128296,0.0643378,0.3512,0.0388585,0.0,0.112343,0.035871,0.00655444,0.0,0.0550346,0.222222,2.963,1.67363,14.4154,2.04515,0.33251,0.870103,3.28918,17.5385,0.307954,11.0907,0.0456733,2.42461,4.42476,1.02213,8.44215,5.64986,0.203404,3.80934,1.89658,2.48053,8.81449,5.64346,0.0802635,0.750078,12.7785,0.0839353,0.956548,1.9779,0.0136158,1.39348,0.26294,0.165062,0.00638634,0.0,0.0293744,0.0,3.25475,3.22792,0.0,0.00698719,14.3,13.1476,5.25465,11.8305,0.694483,0.251965,15.8376,0.0266898,1.2026,0.0682477,1.64036,2.89746,0.104644
2003-08-22,8.13494,9.04971,10.1299,9.36189,5.62817,3.67568,5.56878,4.71899,9.55351,10.539,6.44814,6.51727,9.65105,9.04793,10.295,10.489,1.29647,2.99959,1.89667,1.43352,2.0078,2.46429,2.8603,2.08804,4.12344,3.21897,2.89222,4.27733,8.37342,8.32719,2.35281,6.77507,6.02046,5.11699,6.09862,4.75811,6.24987,5.59689,4.75251,6.47775,1.74035,2.75975,4.88366,6.98938,5.1973,5.90462,4.01495,5.43236,11.9863,8.57477,5.42981,6.459,5.76743,5.3758,9.19701,9.85322,3.96452,3.21003,4.39215,1.21884,5.37499,4.74822,2.17857,1.65702,9.15337,8.04361,7.66544,7.96191,4.27685
2003-08-23,0.46912,0.0036267,0.0272958,0.194645,0.412985,0.013573,0.0322393,0.139504,0.0,0.00498671,0.0,0.0,0.0,0.000906674,0.0606437,0.220655,0.595986,1.44158,0.0,0.866596,0.393959,0.00918537,1.23414,0.011208,1.03584,0.330373,0.0611971,1.7449,1.33092,0.611593,0.267886,2.23605,0.410623,0.489469,0.391181,1.2657,1.51251,1.71646,0.355076,0.438577,0.104666,0.116132,0.0310836,0.0,0.0,1.52846,0.0,0.959084,0.000916141,0.0144763,0.0,0.428634,0.910849,1.42098,0.0103933,0.0758727,0.586816,0.0760893,1.11937,0.516528,0.0333262,0.0,0.00620163,0.386048,4.1246,0.0721883,2.06723,1.16724,0.576944
2003-08-24,0.000745635,0.0,0.0,0.0,0.0379965,0.0,0.0,8.54e-05,0.525622,0.0,0.0,0.0955081,0.0,0.0,0.0,0.0,6.0434,10.1491,1.45029,1.79506,0.56181,1.32085,8.04263,0.0347718,4.32784,1.16502,0.171687,2.59317,5.69077,16.7363,3.91234,5.31712,5.29887,12.2662,11.7278,11.2781,2.6357,2.04719,0.864897,6.50183,2.32905,2.65329,3.36905,1.90506,0.217567,13.8787,2.58031,0.0685909,0.0,0.0,0.00772132,0.0573779,7.33988,11.134,0.0,0.0,1.82743,0.931666,4.40244,3.8905,0.0591007,0.000366448,2.00196,0.684618,11.5518,0.274375,15.6767,12.7722,0.25137
2003-08-25,0.00375218,0.0,0.00187373,0.0,0.00842765,0.322524,0.058958,0.0210537,0.588039,0.19543,0.242459,0.439262,0.255575,0.042578,0.0155706,0.0,3.90379,3.24891,16.2793,12.9523,7.86128,4.39778,3.02582,9.35926,1.40611,18.2053,0.102888,9.95672,1.45592,1.93155,7.94972,2.60976,2.85424,2.28749,4.77277,3.20978,5.34189,1.47821,1.67287,2.15706,5.69486,2.23399,0.981565,0.709193,0.440191,3.00748,0.795785,0.152513,0.108212,0.0120061,0.0679609,0.00742053,2.89108,3.08482,0.224072,0.0188041,5.91012,3.48558,5.56082,1.80187,0.559666,0.117624,7.59481,8.20187,1.3845,0.432057,1.86985,1.31784,0.0138232
2003-08-26,0.0570121,1.27651,0.730953,0.509127,0.827718,0.17574,5.51293,2.14226,1.80666,1.1102,0.171761,0.560225,2.84131,1.36966,0.557746,0.304919,0.564261,0.183299,1.04191,0.299047,0.224797,1.71396,0.0831628,0.112084,0.103854,0.115991,0.0232576,7.09533,0.845142,0.367174,0.405374,0.463008,1.5334,2.86303,1.08689,0.796169,0.472106,0.106954,0.260574,0.237909,0.230927,0.0874729,0.100008,0.191721,0.0822187,1.06309,0.0317821,0.148632,0.164344,0.176245,0.111715,0.15368,1.22049,0.99383,0.553236,0.316283,0.643131,1.21126,0.193834,0.335903,0.122094,0.120546,0.497668,0.953592,1.28248,0.0847166,1.1267,0.303607,0.522418
2003-08-27,0.129683,0.0327408,0.401492,0.315926,0.176972,0.104883,0.0309748,0.111898,5.19877,1.76355,0.422866,3.00948,1.18282,0.480079,0.357921,0.0179429,1.1575,0.962537,0.965106,1.49432,0.154883,0.575445,0.700183,0.373035,0.548151,2.00463,0.117517,0.243018,1.69002,1.64025,2.91356,2.57407,1.89682,1.58282,2.1349,2.33867,2.66326,1.46064,1.03111,0.842387,0.0871209,0.0,0.442575,0.063317,0.0617591,0.933063,0.0,0.0,0.0787982,0.003881,0.0,0.0,1.29371,1.33275,0.938685,0.0415399,2.66151,0.239464,1.17365,0.837032,0.0360816,0.00430685,1.3423,0.012962,2.99294,0.885983,1.64055,3.02198,0.191546
2003-08-28,0.00194665,0.0,0.0590393,0.048209,0.00124832,0.0,0.0,7.8e-05,0.863251,0.0590393,0.0,0.0,0.0,1.36597,0.0478646,0.000695175,5.00132,2.63507,4.83752,1.32867,3.53902,4.57228,2.5703,3.56426,0.359672,3.0593,0.0,2.18717,4.3432,2.45766,3.31379,3.41514,4.9091,2.80056,3.66567,4.39912,5.71655,2.94068,3.71611,2.66748,1.60335,1.03219,3.22539,2.70075,1.98038,2.47111,2.63058,0.594987,0.0,0.0,1.01933,0.381958,2.31951,2.47614,0.0,0.0,4.42996,2.22462,3.93894,3.33564,0.0,0.0,2.7632,5.36017,1.74887,0.434895,1.75256,2.89337,0.00332386
2003-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.354846,0.265286,2.73e-08,1.23e-09,3.3e-08,2.33e-08,1.11742,3.49e-08,0.0,6.16e-09,0.0,3.54775,0.434895,0.529937,0.122299,0.275522,0.521032,0.90089,1.17886,0.832721,5.25266,0.709515,2.31e-08,0.0717919,0.0,1.13e-09,0.564912,0.164027,0.0,2.69326,1.63e-08,0.0,0.0,0.0,0.0,0.0,1.23022,0.133788,0.0,0.0,1.29e-09,0.0,3.10591,0.671058,0.0,0.0,0.0,0.147767,0.380514,0.0,1.61159,0.228983,0.0
2003-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63877,3.1789,0.243243,0.945383,1.44463,0.162905,0.680743,0.894498,0.0,0.257806,0.0,0.146357,0.665616,0.555322,0.000846948,1.1803,0.953923,0.401148,0.908951,1.16324,3.88825,0.429042,2.1869,1.56886,0.0,0.0528109,2.20511,1.95966,0.60408,1.12542,0.507036,0.0,0.0,0.0,0.213991,1.04852,0.982854,0.533766,0.0,0.0,0.769831,0.0,1.42631,1.95877,0.0,0.292489,1.53983,0.456445,0.448502,0.483074,0.960413,1.22499,0.0
2003-08-31,0.0,0.0,0.0,0.0,0.113143,0.386479,0.0,0.452457,0.0,0.0,0.0,0.0,0.364178,0.0,0.0,0.0,0.636445,0.181593,0.342007,0.807707,0.0,0.0,0.467363,0.0331757,1.25312,0.126134,0.0,0.659253,1.31555,1.53152,1.13778,2.48008,0.511582,0.961128,0.232261,0.630063,0.276752,2.40612,0.22676,0.0379925,0.0,0.0,0.0320856,0.743338,0.0,0.583257,0.0,0.0,0.0,0.0,0.0,0.147545,0.61601,0.592422,0.0,0.0,0.448566,1.2266,8.25499,7.00732,0.0,0.0,0.204946,0.0,0.392953,0.153191,0.966601,1.3809,0.0790196
2003-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.406501,0.402364,0.877652,0.108524,0.287355,1.64211,2.221,2.33743,0.551178,0.376265,0.0,2.07728,1.32222,2.84028,0.186109,1.63058,1.18127,2.08144,1.19896,1.53958,1.90145,2.08965,0.447506,1.08831,1.10703,0.0,2.60463,0.65799,0.0,2.06653,0.0,1.35425,0.0,0.0,0.0,0.0261155,0.892642,1.76493,0.0,0.0,3.61899,0.961331,1.26755,4.47144,0.0,0.0,2.00407,0.0,1.0629,0.578205,1.44685,1.68799,0.0
2003-09-02,0.0,0.0,0.0,0.0,0.0740404,0.0924617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.695515,0.330937,0.0,0.0,0.00166243,0.0153824,1.0721,0.00444494,0.966709,0.700455,0.0,1.02186,0.467157,2.67054,1.23637,1.65751,0.287072,1.9255,2.3598,3.16234,1.86671,2.11794,0.0,0.183732,1.22433,0.0,0.0,0.0153776,0.0,3.96946,0.0,0.0,0.0,0.0,0.0,0.0,2.94633,2.07738,0.0,0.0,0.00468343,0.189635,6.15973,1.85671,0.0,0.0,0.00687015,0.0,0.993545,0.189498,1.65495,0.461497,0.0
2003-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.278083,1.53093,1.62592,1.61344,0.0497766,0.586032,1.69299,0.13309,0.238794,2.4556,0.0,0.871376,1.08913,0.355036,1.56077,1.43804,1.75765,0.882117,3.17225,1.9778,0.949091,0.89796,0.0,0.126826,0.0,0.0,0.184342,0.189405,0.0,1.30227,0.0,0.0,0.0,0.0,0.0,0.0,1.71872,1.00672,0.0,0.0,1.4723,1.08449,1.82013,9.23278,0.0,0.0,0.333775,0.130871,0.979124,0.0,0.232117,0.578703,0.0
2003-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11927,1.05619,1.814,1.16345,0.0,0.0953363,3.96388,0.0,0.511106,3.17543,0.0,0.946178,0.988363,0.502686,2.20865,1.94217,0.75172,1.0913,1.97935,3.75708,0.771354,0.810878,1.0636,0.183518,0.892774,0.0,1.86564,0.129052,1.20546,0.426509,0.0,0.130583,0.0,0.0,0.0,0.0,2.81514,0.83349,0.0,0.0,6.62586,4.64908,1.77633,1.76867,0.0,0.0,1.13481,0.100806,1.11963,0.209782,2.67838,2.24306,0.0
2003-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.955604,2.19458,1.80034,0.536566,0.0824241,0.0953331,2.36022,1.14599,1.63391,2.41012,0.0,5.82048,3.21273,3.70952,1.28121,2.14517,2.52869,1.54857,2.18208,2.95199,2.98901,1.81312,0.892366,1.99777,1.0953,0.897287,1.27921,1.39219,0.0,2.68445,0.0,0.0,0.0,0.0240918,0.0,0.0,3.77274,2.01939,0.0,0.0,1.61715,1.38944,2.73251,1.27303,0.0,0.0,1.1027,1.03053,2.35528,0.0,2.84891,2.6224,0.0
2003-09-06,0.0928893,2.69453,0.924622,0.514394,0.522449,0.0282716,0.807849,0.0519169,0.528232,1.05258,0.58277,0.601345,0.626334,2.09217,1.33046,0.797189,1.3933,2.62421,0.687316,1.1305,0.129748,0.46928,2.0018,0.870535,0.145481,2.84063,0.573047,0.900652,0.261547,1.19598,0.798429,0.166117,1.05212,3.44628,1.41681,3.18339,3.22411,1.15363,0.578847,5.91049,0.239257,0.0213707,2.33263,1.75943,1.68174,0.84902,0.198316,0.85879,2.18329,0.14396,1.30535,0.483741,2.2395,2.41679,1.49086,0.580523,3.80492,0.963916,3.43992,1.92781,0.240216,0.849691,1.21654,0.0,4.43055,0.0334217,2.28026,4.31614,0.0
2003-09-07,17.693,36.8165,96.8979,88.4313,11.4752,13.3429,28.792,17.4629,70.6309,59.5882,83.425,89.6675,12.3662,37.1981,71.9279,56.0072,31.838,33.9628,27.9576,32.2396,25.3236,27.5231,42.6848,26.7406,50.8975,28.8757,12.3912,47.9471,42.0119,45.6569,29.8712,35.0001,42.0163,37.2956,41.2172,36.9383,31.3681,14.2252,48.5682,41.9018,23.1648,35.5625,45.6551,43.9368,43.4997,51.0369,42.1979,48.708,56.4891,44.2201,41.4406,38.6277,34.5026,31.9291,63.6273,71.3541,26.6012,26.1042,23.5388,20.6617,47.1013,55.5973,25.2712,25.6805,25.1099,46.8481,24.0645,39.4437,11.0224
2003-09-08,0.273372,0.283636,0.093106,0.182324,0.18545,0.97186,0.854709,0.593641,2.22042,1.3303,0.542056,1.1914,2.53343,1.7465,2.68145,0.0708044,6.43068,1.3384,10.1935,9.77739,9.93618,9.00379,0.676615,9.62847,0.959825,6.49866,0.320688,4.51444,1.50545,1.37086,4.87032,1.82112,4.24,1.47153,1.95724,2.55859,2.07079,4.32447,2.54395,0.876177,7.09354,7.98864,3.9022,1.27353,3.64111,2.2092,7.20203,4.75795,0.455404,0.0653798,3.00452,2.44363,3.59715,2.39217,0.591893,2.48066,2.57023,7.76804,3.43963,7.65447,3.35001,4.04221,5.89465,8.45451,1.44482,0.389427,1.11121,1.07953,0.151656
2003-09-09,41.6576,18.8994,18.048,22.6329,49.7416,78.509,34.9846,45.952,17.3948,23.2302,14.5357,13.4828,5.0672,23.2308,19.9467,27.9505,24.3923,13.5568,22.5336,30.3129,40.4857,35.4584,9.36347,39.3959,30.7525,13.6636,58.6913,5.76195,20.877,14.0751,24.8946,28.1871,29.5979,22.8481,18.0523,23.1093,5.30634,5.08824,26.0027,33.4397,42.8661,42.7263,17.7626,16.8175,25.6353,20.742,34.5619,25.4407,25.3991,39.0629,18.778,22.2787,26.8568,36.2239,21.9669,22.5973,11.6885,19.5126,11.7751,8.65004,22.4677,16.3047,25.1545,29.5209,29.0316,23.2268,28.1961,29.3902,51.7773
2003-09-10,3.45614,0.697468,0.421796,0.70528,2.78276,0.842405,1.99907,3.56172,0.0812826,0.598896,0.0355078,0.111538,0.00868831,0.227,0.629457,0.624918,1.20688,2.25594,2.49384,0.516557,1.14113,0.351025,2.45198,1.98857,0.852112,13.6809,1.44166,13.762,2.94946,4.76069,6.56013,1.04959,2.55611,1.55502,3.2187,2.28986,44.9744,1.86306,0.316397,1.43194,0.209481,0.288507,0.618859,4.63822,1.45091,4.74153,0.120635,0.0738809,0.194521,0.490244,0.123914,4.19119,2.01062,1.73187,0.547088,0.328425,3.94927,0.0376404,3.51229,1.69982,0.0175443,0.0697322,0.195753,0.953014,1.21996,1.03202,7.74045,1.13488,1.02432
2003-09-11,9.2304,14.06,7.00357,5.77558,8.9296,7.33396,12.4788,8.88703,7.57486,8.74842,2.71728,5.27086,7.44043,15.6972,8.74187,6.97702,1.18873,0.66582,0.513853,1.4347,1.4778,0.462263,2.85174,0.20383,7.07249,2.30682,8.56728,7.07065,1.12703,2.15699,0.816923,0.479105,5.5353,5.6849,4.69383,5.82134,4.31341,4.20608,7.15032,7.31469,0.0594879,0.0864096,0.985524,5.08999,2.75379,5.06665,1.90618,4.12461,6.21744,5.91388,6.8406,7.07561,9.44284,6.69999,8.06138,6.91971,1.03426,0.543193,6.33612,0.768365,0.784109,5.07059,0.67427,0.31277,5.90771,13.642,6.97189,6.67422,9.29201
2003-09-12,0.0,0.0,0.0,0.0,0.0,0.579483,0.0,0.340501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.255623,0.125112,0.0410665,0.228066,0.126065,0.151476,0.247305,0.00518562,3.18798,1.21395,0.0,1.52884,0.428553,0.486332,0.588233,1.32516,0.106962,0.242415,0.959265,2.16173,1.25718,4.73736,0.0,0.251119,0.00508668,0.00439861,0.12799,0.0676296,0.0,0.0,0.126976,0.0,0.0,0.0,0.0,0.0,1.77092,1.49166,0.0,0.0,0.0578353,0.0,0.804415,0.614578,0.0,0.0,0.0,0.0,1.04942,0.0,4.16866,1.03157,0.0
2003-09-13,1.60139,1.07622,0.140693,0.257259,7.19906,0.102151,0.629838,0.483545,0.0448484,0.211826,0.801945,0.116663,0.0391451,0.311262,0.329085,1.26395,0.930365,1.18898,0.703637,0.497752,0.178674,0.206876,2.7537,2.27986,0.00118245,0.388171,0.0977287,0.691431,0.432647,1.48645,0.411309,1.19077,4.84837,4.24539,2.3473,3.19131,0.832141,0.60246,11.5192,9.54929,0.0024252,0.0394885,3.53106,8.49687,7.46406,1.86468,0.31676,2.09559,2.31695,5.05662,4.23934,9.25603,1.40817,3.258,0.5257,1.56133,3.86596,1.50293,0.824665,0.957524,0.285525,1.64836,0.0482974,0.0,2.16645,9.95811,2.29787,4.54517,7.35569
2003-09-14,0.0328237,0.0609675,0.0940266,0.146979,0.0,0.00232125,0.192436,0.178745,0.00203876,0.0342159,0.0,0.0,0.01087,0.146066,0.11147,0.10942,2.96461,6.45023,6.36402,4.2449,1.32072,1.54993,7.18548,0.730414,6.27415,9.31709,0.0,5.8386,6.38643,13.1113,7.93666,6.51329,6.89007,7.28419,5.92983,5.46623,1.73449,2.74096,3.84957,5.85061,0.10226,0.076122,1.69722,2.8179,0.0840415,13.5072,0.0890944,0.0911359,0.00133559,0.383537,0.00812755,0.0340733,5.31273,3.90367,0.0138666,0.0806657,4.85485,1.25099,4.51555,4.3338,0.0115056,0.0109,1.20082,0.204833,4.35696,1.63993,3.70807,4.68185,0.0
2003-09-15,0.159125,0.692936,0.392162,0.267388,0.0250993,0.0252187,0.313348,0.102338,0.213409,0.458698,0.00955473,0.0951019,0.269426,0.801162,0.412988,0.375183,2.50779,5.83005,1.17662,1.40435,0.109965,0.0252939,3.44958,0.117608,0.0441068,0.685241,0.0123833,1.26707,4.21171,5.77459,1.86858,2.13239,4.02926,6.1935,6.96549,8.23118,0.0491143,4.4186,1.07347,2.73545,0.0,0.0,0.289883,1.57653,0.0,2.84572,0.0,0.0,0.0311203,0.0352422,0.0,0.0201985,4.4558,5.14318,0.258294,0.256816,2.04357,0.677952,1.29316,8.48991,0.0,0.0,0.0,0.0,3.28073,0.0,6.43878,5.91403,0.00194128
2003-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.855398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.463546,1.02203,0.313253,0.384302,0.0678809,0.00750762,1.36892,0.0777844,0.479021,0.76565,0.0,1.56856,1.58082,3.887,2.73889,0.92107,1.09287,2.09169,3.50238,2.31649,0.231851,7.45661,0.0,0.774175,0.0,0.0,0.0,1.82508,0.0,1.50836,0.0,0.0,0.0,0.0,0.0,0.0,2.56241,3.36486,0.0,0.0,0.417299,0.0873721,2.15584,0.606689,0.0,0.0,0.0858746,0.0,0.92415,0.0,2.97223,2.11876,0.0
2003-09-17,13.0098,5.0223,4.71351,6.19688,3.95775,1.78183,9.55161,6.2902,0.0222782,1.37879,7.7213,0.147569,0.0411783,4.05794,4.54358,10.1487,8.34997,6.99142,1.39089,4.0481,9.49632,13.6993,4.5088,5.62792,0.381805,1.09657,5.64624,0.40544,4.42205,1.49349,0.792668,0.262227,3.45162,4.59251,1.79261,1.94225,2.94532,0.764958,1.52819,3.50441,0.134318,0.639453,10.0747,2.74096,3.22947,3.55264,7.63798,6.25177,15.8438,6.45906,20.7845,16.0136,1.86576,1.84709,1.35156,2.25537,1.86087,3.33281,1.17175,6.28602,3.22048,19.629,8.70281,3.62458,2.73325,10.1676,1.805,9.99105,1.21086
2003-09-18,0.000508979,0.0,0.0,0.0,0.503929,0.0,0.0,0.104344,0.0759359,0.115566,0.150668,0.352,0.00240328,0.000719082,0.0123961,0.00171657,8.25009,7.36324,5.69393,4.24265,3.41066,6.58777,7.5387,1.31963,3.13542,4.50301,0.065559,3.36411,10.6832,13.1594,5.11992,3.11426,5.18078,4.6241,5.29579,6.84493,2.68112,1.8639,7.14282,3.27566,1.40923,1.44131,3.69557,12.1815,7.19013,4.8251,1.28174,1.8142,0.111413,1.61911,0.0663788,2.21094,6.11774,6.84241,0.574987,0.0737397,0.263252,0.81672,4.12332,2.97142,0.452746,0.0849167,1.14726,1.26018,3.67467,3.40526,5.38255,2.87354,0.0413585
